target,id,date,flag,user,text
1,1956643574,Thu May 28 22:20:25 PDT 2009,NO_QUERY,QuantumEpiphany,@she_shines92 fangirl squee! 
0,1993657392,Mon Jun 01 10:43:41 PDT 2009,NO_QUERY,imberrycute,ok aoifes goin mad she hates twitter she thinks its sad  sad thing for peop's hu have no lives thats worse then gaa someone callin it gaaa
0,1555785015,Sat Apr 18 20:41:08 PDT 2009,NO_QUERY,mrexroad,Ugh... Feeling like death warmed up. All of us are sick  no bueno.
1,2056789329,Sat Jun 06 11:47:49 PDT 2009,NO_QUERY,whotook,http://twitpic.com/6rg4l All in for repair 
0,1822830065,Sat May 16 20:29:11 PDT 2009,NO_QUERY,smelso,@cristayyy I wanna see it too! I misss youuuu boooo 
0,1974321468,Sat May 30 12:53:30 PDT 2009,NO_QUERY,wallabyanneboo,eating chocolate. bout to watch dr who again? missing jacob already 
0,2224477520,Thu Jun 18 09:33:02 PDT 2009,NO_QUERY,Donnamarie21,Hey @younglo I been showin u luv n nothin back from ya.. NO show donna no luv no more..    (Young LO TV live &gt; http://ustre.am/28UT)
1,1467843689,Mon Apr 06 22:28:25 PDT 2009,NO_QUERY,ashleyxtellez,@PushPlayNICK &quot;Grandpa wants an ice chest and some beef.&quot;  George Lopez rulesss!
0,2206398946,Wed Jun 17 06:29:00 PDT 2009,NO_QUERY,Tayloner182,"Finished homework 5 minutes after they made the final boarding call, sprinted on to plane at last minute, didn't even get to eat McD's "
1,2060767385,Sat Jun 06 19:32:23 PDT 2009,NO_QUERY,ANGELEYESBABYFA,gettin ready to cupcake....jus ditched my cuzins fo him...sooooo he betta make it wurth it....   
1,2046242848,Fri Jun 05 11:53:57 PDT 2009,NO_QUERY,DeeJayz,http://ping.fm/p/Z022E - Here is heaven on earth and a new one it seems 
1,1956243450,Thu May 28 21:28:17 PDT 2009,NO_QUERY,amissible,"I do not now nor ever will, trust the structural integrity of roller coasters, hence i will not ride them. "
0,2285498195,Mon Jun 22 15:12:23 PDT 2009,NO_QUERY,renaebair,At ER with seren who has been vomiting for four days now and can't keep any liquids down 
1,1834219742,Mon May 18 02:05:24 PDT 2009,NO_QUERY,khushi4all,@phoenixritu  thn u hv another option... come yo my home... 
1,1973296065,Sat May 30 10:52:26 PDT 2009,NO_QUERY,stellar_samar,@KimKardashian getting ready for MTV movie awards! see u there? 
1,1676783094,Fri May 01 23:10:51 PDT 2009,NO_QUERY,LauraOrchard,jason mccartney is an absolute legend and such a role model 
0,2236283505,Fri Jun 19 03:18:36 PDT 2009,NO_QUERY,AppleCryptMods,"Feel like cr*p today, barking like a dog and now the hayfever is starting...groan ... "
0,2262708248,Sat Jun 20 23:03:56 PDT 2009,NO_QUERY,elionnn,@annzoo: And you said I was the weird one who couldn't read!!! 
0,1558644658,Sun Apr 19 08:59:43 PDT 2009,NO_QUERY,Boxmanshomeboy,@drummrboy I can't 
0,2239401573,Fri Jun 19 08:29:58 PDT 2009,NO_QUERY,thisisburns,Think someone has sharted themselves on this train! 
0,2234687727,Thu Jun 18 23:32:38 PDT 2009,NO_QUERY,OfficialAS,"my fingers are like PRUNES. waaaaa  i hate that feel, when they feel powdery and weird. ughh."
1,1976673972,Sat May 30 18:44:25 PDT 2009,NO_QUERY,bryandeleon,Movies. Gonna see up. 
0,1981090808,Sun May 31 08:23:43 PDT 2009,NO_QUERY,aDamBacon,I am going to fail my Maths A level tomorrow 
0,2067351274,Sun Jun 07 12:11:30 PDT 2009,NO_QUERY,greasyfungus,"@Nikkers But I want her  I need to invent a love potion, dip Cupid's arrow in it, then shove it deep in her right buttock."
0,2302537564,Tue Jun 23 16:57:01 PDT 2009,NO_QUERY,inkedmom6,@Hawleydawley so sorry 
1,1823289084,Sat May 16 21:34:55 PDT 2009,NO_QUERY,aayjay,"@krystynzilla honestly, you're amazing.  thank you"
0,1823376086,Sat May 16 21:48:28 PDT 2009,NO_QUERY,TheeVegan,@richardwatkinsj She Just Gets Our Names Mixed Up....I Just Think It's Normal For Her. Well I HOPE 
0,1470149399,Tue Apr 07 08:29:44 PDT 2009,NO_QUERY,coachnicol,"Yeah so physio was crap, still about a month away from any form of real physical activity. Couldnt even sit and straignthen my leg "
1,1558479561,Sun Apr 19 08:30:10 PDT 2009,NO_QUERY,strawberrybomb,"Nice sunny day today, taking the sun chairs out of storage and gonna sit in the back garden with my stereo, a good book and glass of wine "
1,2177720679,Mon Jun 15 06:35:27 PDT 2009,NO_QUERY,TwiLiqht_Loveer,going to bed 
0,1794190467,Thu May 14 05:12:01 PDT 2009,NO_QUERY,anggeh,@sharmaine123 awww... we have same PROMBLEM my dear..  i hate it..
0,1880624257,Fri May 22 01:54:39 PDT 2009,NO_QUERY,kristianramirez,Sorry tweeple  I'm still feeling pretty miserable so my tweeting isn't up to par 
0,2228259523,Thu Jun 18 14:13:00 PDT 2009,NO_QUERY,bethwankel,gotta go on a prescription diaper rash cream run this afternoon   poor kiddo.
0,2288236498,Mon Jun 22 18:53:57 PDT 2009,NO_QUERY,TaNa329,no more J&amp;K+8 
1,2072335113,Sun Jun 07 20:49:45 PDT 2009,NO_QUERY,kimcchung,DONE! Now I can relax 
0,1468739845,Tue Apr 07 03:28:24 PDT 2009,NO_QUERY,Sonjahaha,is aching all over... 
1,2001169708,Tue Jun 02 00:02:51 PDT 2009,NO_QUERY,erkkaah,We had baseball game on Sunday we lose 2-0 :/ Saturday and Sunday were really sunnu 
0,1932393207,Tue May 26 21:22:39 PDT 2009,NO_QUERY,gigivsantos,is not going to the gym today  My shoulder hurts from getting banged up at the u/w hockey tournament last night. Need to rest it.
0,2259774650,Sat Jun 20 18:08:29 PDT 2009,NO_QUERY,Threedot,"@karenbyrne I am watching #churchonline, but I can't get the chat to work - "
1,1962461198,Fri May 29 11:04:55 PDT 2009,NO_QUERY,jannesonrautaa,"This girl was about to sit next to me on the bus, but we made eye contact right before she did, so she got up and moved to another seat. "
1,1770895979,Mon May 11 22:33:27 PDT 2009,NO_QUERY,FiaLisaN,The bus was  extremely early today. Bet ï¿½ few people missed it.  Bit not me 
0,2208669282,Wed Jun 17 09:29:03 PDT 2009,NO_QUERY,BessByers,"Heading to Pullmonster to pack up my apartment  Back tomorrow, in time for more wakeboarding!"
1,2189412789,Mon Jun 15 23:58:27 PDT 2009,NO_QUERY,NessaBabehh,Me And Chloe Are Twitter Bums Everyone.  
0,2258066871,Sat Jun 20 15:20:07 PDT 2009,NO_QUERY,zanderjaymz,@lolyle You still have exams!? 
1,2062505486,Sat Jun 06 23:25:43 PDT 2009,NO_QUERY,myalanchai,Badminton with Jan Shim and friends ..... Work out time.. 
1,1981206669,Sun May 31 08:39:26 PDT 2009,NO_QUERY,xurble,Must fight urge to go to botcon  http://www.botcon.com/BotCon09/
0,2213646426,Wed Jun 17 15:39:18 PDT 2009,NO_QUERY,Rose_Holton,"waiting for my friend to ring, i want to go to bed "
1,2033598131,Thu Jun 04 12:56:02 PDT 2009,NO_QUERY,maureen1404,maureen MET THE WHITE TIE AFFAIR last night! woo woo  like one of the best nights of my life they are so talented and nice! &lt;3&lt;3&lt;3
1,2068435713,Sun Jun 07 14:04:32 PDT 2009,NO_QUERY,Lucia_rcn,omg i cant stop love adrian jajajajaja you're so funny i cant wait for see you the next week 
0,1990720659,Mon Jun 01 05:35:07 PDT 2009,NO_QUERY,lewisreilly,is loving xna. The official tutorial however is voiced by the most boringly slow guy ever - 7 videos &amp; all he has done is drawn a sprite 
1,2006147237,Tue Jun 02 10:43:45 PDT 2009,NO_QUERY,GinnyYttrup,Wow... Thunder too.  My Grandpa used to tell me the sound of thunder was God bowling. 
0,1795502006,Thu May 14 07:53:04 PDT 2009,NO_QUERY,DonoLooLoo,"@amylovesoliver @MeleahRubino yes, sounds like pink eye.   i also had an ulcer of the eye and it did that, too. "
1,2183821181,Mon Jun 15 15:01:53 PDT 2009,NO_QUERY,KruseDulle,Just came home from France!!! LE MANS rules!!!?    
1,2062936348,Sun Jun 07 00:48:07 PDT 2009,NO_QUERY,ChaoticNicky,"@thisisryanross  waitin' for new PATD album, hope it'll come out soon "
0,2061552979,Sat Jun 06 21:06:31 PDT 2009,NO_QUERY,I_enigma,@ozdj that's evil - I want an A3 twitter bird 
1,1985906496,Sun May 31 18:00:03 PDT 2009,NO_QUERY,joshscott,"@ItsMeGregory Just so you know, I don't like you one bit. "
1,1694421505,Mon May 04 02:33:02 PDT 2009,NO_QUERY,shuuro,@jocalling hope our wishes come true someday. 
1,2048593918,Fri Jun 05 15:27:21 PDT 2009,NO_QUERY,amber_hanks,Just got done distributing postcards for our $99 a month websites  http://tr.im/nAyG I love my job 
1,1557541051,Sun Apr 19 04:43:53 PDT 2009,NO_QUERY,annawaits,"@kateweb Haha, I know - what a ridicukous scene! Love it though "
0,1755237839,Sun May 10 08:37:13 PDT 2009,NO_QUERY,flykanga,"Just realized that its now 2 guys in my life from Chicago who turned out not to be what I thought they were, Chicago = pricks apparently "
1,1971591782,Sat May 30 07:27:12 PDT 2009,NO_QUERY,marcele_,@dudaac Bom show. 
1,1981206831,Sun May 31 08:39:27 PDT 2009,NO_QUERY,riotkiddxo,I know I'm being awfully annoying; but i ain't stopping!  #andyhurleyday #andyhurleyday #andyhurleyday #andyhurleyday &lt;3
1,1752987418,Sat May 09 23:42:09 PDT 2009,NO_QUERY,hdav,"Please remember you need a helmet for the bike asap, talk to you later ok hope your head not to bad "
1,2063297674,Sun Jun 07 02:05:59 PDT 2009,NO_QUERY,Tracymcc22,"Hi! peeps! another sunny day in northern ireland, makes a bloody change! gonna wait til its warmer ghen im gonna catch some rays "
0,1932411345,Tue May 26 21:24:51 PDT 2009,NO_QUERY,SirDarlington,All my prayers goes out to Rodney Rodgers and his fam-He was paralyzed from the neck down in a bike accident 
0,2070380943,Sun Jun 07 17:35:37 PDT 2009,NO_QUERY,electrcspacegrl,@track7grrl It's not on my CBS. 
1,1977283087,Sat May 30 20:35:01 PDT 2009,NO_QUERY,ritikamathur,@rachrud Helllooooooo munchkin!!! 
0,1995780120,Mon Jun 01 14:02:07 PDT 2009,NO_QUERY,TheEmmaHamilton,"@lemziipie And me I hopes ;D Haha, yeah, sorry for not being on alot tonight  Talk to you tomorrow though, promise ;D Night! xx"
1,2178460865,Mon Jun 15 07:44:07 PDT 2009,NO_QUERY,JuliaBCastillo,Checking to see who may have Saude Creek wine in stock---labeled under James river Cellars--for now 
0,2013621313,Tue Jun 02 23:07:58 PDT 2009,NO_QUERY,gilr,Away from my wife on our 18th anniversary  sad
0,1964872976,Fri May 29 14:56:58 PDT 2009,NO_QUERY,thinkledge,@pen15lvr they frown on us googling alcohol at work 
1,1994913024,Mon Jun 01 12:39:20 PDT 2009,NO_QUERY,Eyglo,@serenebabe Well as long as it's used for good things I guess pavlov was alright 
0,2188297872,Mon Jun 15 21:38:40 PDT 2009,NO_QUERY,Kai_A_La,gumbo= love and alirenco has boy issues 
0,2176701308,Mon Jun 15 04:32:48 PDT 2009,NO_QUERY,iteekay,must get into scc basketball next term! 
0,2072330487,Sun Jun 07 20:49:13 PDT 2009,NO_QUERY,nangibbs,Had a great afternoon at the lake with the Gommel's. Really stinks that I have to go to work tomorrow 
0,1835046339,Mon May 18 04:59:31 PDT 2009,NO_QUERY,sourjyod,I feel neglected....  #sad
0,1972175795,Sat May 30 08:42:55 PDT 2009,NO_QUERY,fated_to_whom,"How can we enjoy our 2 yr together.Maybe we will become good frens after tat  2%... but i will tell him tomolo morn,we shld both try hard!"
1,2059897333,Sat Jun 06 17:51:27 PDT 2009,NO_QUERY,cupcake_rox,off to the gym to get happy and healthy! 
1,1686731858,Sun May 03 06:34:22 PDT 2009,NO_QUERY,mattrogowski,@t0m really like the CMS! 
0,2229817904,Thu Jun 18 16:14:56 PDT 2009,NO_QUERY,raghu_raman,@RajivShivane I know the answer to the last question in that link 
1,1968781757,Fri May 29 22:12:09 PDT 2009,NO_QUERY,allan1850,@dentaldiva1 Thank you 
1,2048304859,Fri Jun 05 14:59:24 PDT 2009,NO_QUERY,ClaudiiaK,Tweetree es niceeee 
0,2265732230,Sun Jun 21 07:11:57 PDT 2009,NO_QUERY,DiddyGotGrillz,Wishes @carriehoush didn't have to work Fathers Day. 
0,1793585046,Thu May 14 03:15:17 PDT 2009,NO_QUERY,Nusretnina,OMG @dannywood his comment about his b'day &amp; his mom not baking his cake has got me in floods.. I miss my daddy... 
0,2001210163,Tue Jun 02 00:10:05 PDT 2009,NO_QUERY,frandisco00,Flu'ed up to the hilt's. Listening to ibizasonica radio. No lucozade no orange juice 
0,1995776370,Mon Jun 01 14:01:46 PDT 2009,NO_QUERY,auxabois,Ahhh My pictures don't work 
0,1558208718,Sun Apr 19 07:38:26 PDT 2009,NO_QUERY,sh1crosscountry,"Ughhhhh. Back to school tomorrow  only 1, 2, 3, 4, 5, ok a lot of days until summer vacation."
1,2047966329,Fri Jun 05 14:27:17 PDT 2009,NO_QUERY,taraplatt,@pinkwaterfairy wonderful ring  looks super cool...i love steampunk goodies 
0,1693505259,Sun May 03 22:46:06 PDT 2009,NO_QUERY,charlesmcd,Said goodbye to Meng Mei tonight... 
1,2057937802,Sat Jun 06 13:57:05 PDT 2009,NO_QUERY,nkotbdiva,I was pointing out hubby's gray in his facial hair. . N he said it was premature   age-ualtion. . What a dork!  Brooke  
0,1558207636,Sun Apr 19 07:38:12 PDT 2009,NO_QUERY,froglover2010,On my way back from the beach! 
1,1971512362,Sat May 30 07:16:52 PDT 2009,NO_QUERY,sarah_knits,is going to walk to the library 
1,2065444556,Sun Jun 07 08:36:33 PDT 2009,NO_QUERY,geekcoach,The Blizzard reward for completing a good 30-mi ride yesterday was also part of #RAGBRAI training 
1,1557732215,Sun Apr 19 05:44:25 PDT 2009,NO_QUERY,MartinMMC,@JKissnHug Just mentioned you on TWC 
0,1981510239,Sun May 31 09:18:19 PDT 2009,NO_QUERY,Harishk,@fossiloflife Don't say that maan  . Hasn't he won enough??
1,2052503357,Sat Jun 06 00:57:28 PDT 2009,NO_QUERY,shazadoco_x,Mornin twitterer's happy saturdayy  xx
0,2194789371,Tue Jun 16 10:15:48 PDT 2009,NO_QUERY,shariselw,its so hot!! im dreading having to walk around downtown in this heat... 
0,1975843312,Sat May 30 16:01:21 PDT 2009,NO_QUERY,Down_Fell_Jill,"@wickedground I read a really good one of him about back in the LotR days about him and Miranda Otto, Eowyn? I can't find it... "
1,1989953039,Mon Jun 01 03:23:13 PDT 2009,NO_QUERY,josephadamx3,@kate38381849 Cute background my dear. 
1,1691159713,Sun May 03 17:13:54 PDT 2009,NO_QUERY,AmieNKOTB,@blockhead4eva Yay   I'll look....so it was never on an album?
0,1565135150,Mon Apr 20 05:59:46 PDT 2009,NO_QUERY,nneeaa,exam exam !! 
1,1964240576,Fri May 29 13:56:07 PDT 2009,NO_QUERY,KatieJonas3000,@Jonasbrothers: #jonas-muchbetter #jonas-blackkeys &amp; #jonas-turnright are my top 3 favs  love you so much. can't wait till June 28th!
0,2265920359,Sun Jun 21 07:33:55 PDT 2009,NO_QUERY,Lunnita,"Studying..again..getting sick of this..c'mooon,it's summer time..! "
0,2072525753,Sun Jun 07 21:11:51 PDT 2009,NO_QUERY,Katchin05,"Firefox is hating on my luv for @SongzYuuup by freezing, but that's probably for the best "
1,2017840782,Wed Jun 03 09:02:03 PDT 2009,NO_QUERY,meramo,@zerolab Air? Mac Pro? Android based? 
1,1753115890,Sun May 10 00:11:36 PDT 2009,NO_QUERY,Jana1976,good morninï¿½everybody  happy mothers-day to every mom 
0,2324370547,Thu Jun 25 02:59:42 PDT 2009,NO_QUERY,graceeeeeexo,@IamAdamFierce adammmmmm!! I kept coming to see you tonight but you were bisy !! 
1,1932413566,Tue May 26 21:25:07 PDT 2009,NO_QUERY,Onballoons,Staying up late tonight to talk to you.... again. 
1,1970316877,Sat May 30 03:21:41 PDT 2009,NO_QUERY,MyLifeinLeeds,@CHRISDJMOYLES when are you heading back up to Leeds? 
0,1827585240,Sun May 17 11:01:20 PDT 2009,NO_QUERY,jy,Back from the stadium. Nantes 1 - Rennes 1 :-/ Too bad we could not keep the 1-0 
1,1771233422,Mon May 11 23:38:28 PDT 2009,NO_QUERY,heyisabelle_,"&quot;back into my old ways, my old ways with you&quot; "
0,2254223328,Sat Jun 20 09:25:07 PDT 2009,NO_QUERY,boltlovergirl,hey guys i wont be on youtube alot im going to 3 partys this week!! sorry! 
1,1822575651,Sat May 16 19:53:43 PDT 2009,NO_QUERY,iamafreak,"#3hotwords for now: I AM SLEEPY. Good night, people. "
0,1994002217,Mon Jun 01 11:15:34 PDT 2009,NO_QUERY,rsg10,is going to a retirement party.  
1,2063081783,Sun Jun 07 01:18:12 PDT 2009,NO_QUERY,Dozeymagz,@LJsBaby Good morning to you 
0,2230507344,Thu Jun 18 17:12:39 PDT 2009,NO_QUERY,AA1800,time for hw 
0,2002546440,Tue Jun 02 04:31:25 PDT 2009,NO_QUERY,claujah,i *sob sob* missing the hills already... 
1,2175841775,Mon Jun 15 02:09:19 PDT 2009,NO_QUERY,Maharanirani,"my mom's so funny, hearing the music through her Ipod "
1,1553863223,Sat Apr 18 15:25:03 PDT 2009,NO_QUERY,Paula_182,"@dougiemcfly dougie, my dog has his name! "
1,1961215287,Fri May 29 09:09:31 PDT 2009,NO_QUERY,Promofix,"@PeterLisney  Hows the Jigsaw Experiment going??? I hope Julies getting a lot of interest, shes the best book keeper ever "
1,1983240658,Sun May 31 12:46:38 PDT 2009,NO_QUERY,DIYSara,@greatscott UP is both in 3d and 2d - depends on location - best to call or check websites 
0,1990796108,Mon Jun 01 05:45:46 PDT 2009,NO_QUERY,shadowowns,"ugh, I don't wanna go to drivers ed. "
0,1795455009,Thu May 14 07:48:10 PDT 2009,NO_QUERY,mahweeah,why did Kingston wind follow me home? 
1,1835687540,Mon May 18 06:32:29 PDT 2009,NO_QUERY,GuavaUK,@michaelmcclary definitely. When are you going to come and visit us? You bring Silverlight info we'll get the pasties ready 
1,1686707709,Sun May 03 06:29:14 PDT 2009,NO_QUERY,fellowcreative,@01000101 @spin   - @kosso tells me you (Fiz &amp; Eric) are to thank for finding the amazing Beatbox videoï¿½  thank you directly 
0,2219598928,Thu Jun 18 00:55:01 PDT 2009,NO_QUERY,Ant_Ward,Feeling depressed today...I need cheering up 
0,2044302168,Fri Jun 05 09:09:39 PDT 2009,NO_QUERY,CorinnaHoffman,this rain is seriously depressing me.. reading the book New Moon is definitely not helping as well 
0,2050120420,Fri Jun 05 18:06:10 PDT 2009,NO_QUERY,nicolegibbs,good news!! i got a bike!! bad news... my car is dying  good news... i have a bike now in case my car dies!!
0,1793549052,Thu May 14 03:07:03 PDT 2009,NO_QUERY,jaimegallant,"@Jayde_Nicole   i hear that, girl."
1,1565164084,Mon Apr 20 06:04:13 PDT 2009,NO_QUERY,echelons,"@kirstytbsmcr  it was amazinggg. they played carpathia, new again &amp; sink into me, and they sounded great. the energy was amazing too (:"
0,2201771390,Tue Jun 16 20:45:00 PDT 2009,NO_QUERY,zwestie6090,I'm missing the war 
1,1792327962,Wed May 13 22:49:07 PDT 2009,NO_QUERY,whatvinyldummy,@panda951 we're both awesome 
0,2178165136,Mon Jun 15 07:17:32 PDT 2009,NO_QUERY,emmaoconnell,Revision time. I want to go out 
0,2203659026,Wed Jun 17 00:14:09 PDT 2009,NO_QUERY,Masopust,No iPhone Update today 
1,1975741596,Sat May 30 15:48:11 PDT 2009,NO_QUERY,b_chua,@MVChase HA! I DID IT AGAIN!  now don't touch it!
1,1555818013,Sat Apr 18 20:46:49 PDT 2009,NO_QUERY,xoxosandra,"@BreakupHelp I'm glad to hear that. Have a heart to heart talk peacefully, maybe things will get better? Good Luck, and God bless. "
1,1979081463,Sun May 31 01:33:48 PDT 2009,NO_QUERY,sweetthursdays,Ouch. that concert was painful. But we were the highlight  and that's good for us.
0,1691415177,Sun May 03 17:48:41 PDT 2009,NO_QUERY,QuarkSpin,@barbylon How was Montgomery? The Science on a Sphere was broken at McWane. 
1,1795506446,Thu May 14 07:53:34 PDT 2009,NO_QUERY,yuececilia,@jameschau Maybe we did't get the information of your coming to our university in Apirl. 
1,2190847100,Tue Jun 16 03:53:25 PDT 2009,NO_QUERY,PetitPlat,"@dinafragola we did some stars and put them on the ceiling lol, it looks great "
1,2185942922,Mon Jun 15 18:07:44 PDT 2009,NO_QUERY,Jahfer,I just deleted 51% of the people I had on Facebook. Talk about refreshing. It's like my homepage is actually stuff I WANT to see now! 
1,1675793484,Fri May 01 20:20:37 PDT 2009,NO_QUERY,FairyLuvsU,@Kurono ilove this rain i think imma go outside 
0,1825253645,Sun May 17 04:59:56 PDT 2009,NO_QUERY,ProfBrendi,Hate whn my doc is right. On 5/12 @drsadrieh said +4wks til foot norm. I lafd. 2 days hvy walkng &amp; swollen beynd shoes. Cabs today then. 
1,1980998643,Sun May 31 08:10:46 PDT 2009,NO_QUERY,vintagepolka,@roseisroadkill sure! i wouldn't mind..  it's annabelledestiny@hotmail.com
0,1992973878,Mon Jun 01 09:37:32 PDT 2009,NO_QUERY,wyldkyss,@vincefalconi Ouch 
0,1962691379,Fri May 29 11:28:31 PDT 2009,NO_QUERY,jn1g06,Decided not to go...I want to see my sweetie  But I can't.
0,2215404607,Wed Jun 17 18:05:39 PDT 2009,NO_QUERY,tejanitaRC,Thinking to myself : Why is it that when you're happy someone always has to bring you down!! 
0,1825850198,Sun May 17 07:01:26 PDT 2009,NO_QUERY,illBLvnDW4Evr32,@CoverGirl_76 oh no sorry just the ones i found. 
0,2196435844,Tue Jun 16 12:28:13 PDT 2009,NO_QUERY,UniqueBeauty88,I miss bernie mac  4 eva shall he live through our laughter &amp; joy
1,1563868991,Mon Apr 20 00:38:34 PDT 2009,NO_QUERY,dizzy_blonde_87,"wow, i was up in time for a macdonnalds breakfast!! haven't had one for years!  nom nom... still counts if i've not gone to bed right?!"
1,1753549048,Sun May 10 02:11:50 PDT 2009,NO_QUERY,blowie,@mohdismail saya yg reply 
1,1557346932,Sun Apr 19 03:32:50 PDT 2009,NO_QUERY,AlexandraMcFLY,@LittleFletcher I think it would be great if you upload some pictures of your drawings  they are wonderful  xx
0,2233958885,Thu Jun 18 22:11:04 PDT 2009,NO_QUERY,sidestreets,"@onthestereo SAM, WHY WOULD YOU EVER? "
0,1984575439,Sun May 31 15:22:43 PDT 2009,NO_QUERY,jojowebb,Quite worried about my fiance. He's all poorly and there's nothing I can do to help. 
1,1573804116,Tue Apr 21 02:56:27 PDT 2009,NO_QUERY,kazzart,@KyranOfficial Good on you!!! 
1,1879995980,Thu May 21 23:46:27 PDT 2009,NO_QUERY,toniiramiirez,... i just sounded obssesed  ha
0,2262865000,Sat Jun 20 23:24:18 PDT 2009,NO_QUERY,TriLLieBoi,@1Ele maaaan i dont wanna talk about it.... 2.6  .. Calc brought me DoWn!.. and i brought u umm.. some wisdom! ohh the great things i saw
1,2000255018,Mon Jun 01 21:43:33 PDT 2009,NO_QUERY,osirisX,Love the new Pocket God icon. They get better and better with each update 
1,1994696957,Mon Jun 01 12:19:04 PDT 2009,NO_QUERY,blindtex52,@weizenbaum nope. Just trying 2 be &quot;stimulating&quot; FWIW. 
1,2176459131,Mon Jun 15 03:56:02 PDT 2009,NO_QUERY,Marten_Kuhwald,@petshopboys How about a visit to Halle (the birthplace of G. F. Handel) next week? It's nearby Leipzig and a very beautiful city... 
1,1836378234,Mon May 18 07:53:26 PDT 2009,NO_QUERY,Gemstars,@maxwellvintage I see twitter as a social party~and the unexpected could result in very positive directions for people 
0,1825182286,Sun May 17 04:41:57 PDT 2009,NO_QUERY,liedra,SBS website is having problems 
0,2054439043,Sat Jun 06 07:21:14 PDT 2009,NO_QUERY,walisawsome,"bc ticketmaster doesn't work, phone lines are busy, &amp; my brother still sleeping...I'm giving up. No tickets for me "
1,2002111812,Tue Jun 02 03:10:52 PDT 2009,NO_QUERY,atownley,6 days of sun in a row for Dublin... Still can't get over it.  Had to tops off the car all 6 days! 
0,1970576789,Sat May 30 04:25:14 PDT 2009,NO_QUERY,steadiman,Fun day in the sun at the airport shooting the chopper dialogue scenes. No stunts yet  http://twitpic.com/690h2
1,1957522146,Fri May 29 00:45:58 PDT 2009,NO_QUERY,Morgan_Warrior,Sakasama no Chou - Upside down butterfly.....?! 
